Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-koj1,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1690209225465,24/07/2023 14:33:45,1690212825465,1,24/07/2023 16:33:45,135241,8,questionnaire-cmun,,30837214,BLIND,9155927,,complete,,64be99cbd756a9f0c81c6d41,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209231152,24/07/2023 14:33:51,1690212831152,1,24/07/2023 16:33:51,135241,8,questionnaire-cmun,,30837214,BLIND,9155927,,complete,,64be99cbd756a9f0c81c6d41,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209225727,24/07/2023 14:33:45,1690212825727,1,24/07/2023 16:33:45,135241,8,questionnaire-cmun,,30837215,BLIND,9155928,,complete,,64be99cfe9b25b7b0ba46cb3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x734,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209323303,24/07/2023 14:35:23,1690212923303,1,24/07/2023 16:35:23,135241,8,questionnaire-cmun,,30837215,BLIND,9155928,,complete,,64be99cfe9b25b7b0ba46cb3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x734,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209226983,24/07/2023 14:33:46,1690212826983,1,24/07/2023 16:33:46,135241,8,questionnaire-cmun,,30837217,BLIND,9155929,,complete,,64be99ccb919dc87a7b07f75,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1707x770,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209277887,24/07/2023 14:34:37,1690212877887,1,24/07/2023 16:34:37,135241,8,questionnaire-cmun,,30837217,BLIND,9155929,,complete,,64be99ccb919dc87a7b07f75,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1707x770,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209231724,24/07/2023 14:33:51,1690212831724,1,24/07/2023 16:33:51,135241,8,questionnaire-cmun,,30837220,BLIND,9155930,,complete,,64be99d09da1a5a624b8e88f,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,834x1194,1194x727,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209237013,24/07/2023 14:33:57,1690212837013,1,24/07/2023 16:33:57,135241,8,questionnaire-cmun,,30837220,BLIND,9155930,,complete,,64be99d09da1a5a624b8e88f,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5.2,834x1194,1194x727,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209262163,24/07/2023 14:34:22,1690212862163,1,24/07/2023 16:34:22,135241,8,questionnaire-cmun,,30837227,BLIND,9155932,,complete,,64be99c779f34e6885b8e89a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x929,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209268735,24/07/2023 14:34:28,1690212868735,1,24/07/2023 16:34:28,135241,8,questionnaire-cmun,,30837227,BLIND,9155932,,complete,,64be99c779f34e6885b8e89a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x929,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209236336,24/07/2023 14:33:56,1690212836336,1,24/07/2023 16:33:56,135241,8,questionnaire-cmun,,30837228,BLIND,9155933,,complete,,64be99c2b96ead88ad4dddb4,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209240479,24/07/2023 14:34:00,1690212840479,1,24/07/2023 16:34:00,135241,8,questionnaire-cmun,,30837228,BLIND,9155933,,complete,,64be99c2b96ead88ad4dddb4,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209284244,24/07/2023 14:34:44,1690212884244,1,24/07/2023 16:34:44,135241,8,questionnaire-cmun,,30837266,BLIND,9155941,,complete,,64be99d0d3e12291dd6b77bb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209294893,24/07/2023 14:34:54,1690212894893,1,24/07/2023 16:34:54,135241,8,questionnaire-cmun,,30837266,BLIND,9155941,,complete,,64be99d0d3e12291dd6b77bb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209310252,24/07/2023 14:35:10,1690212910252,1,24/07/2023 16:35:10,135241,8,questionnaire-cmun,,30837284,BLIND,9155944,,complete,,64be9a23984d54edb664ce8b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1440x821,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209313648,24/07/2023 14:35:13,1690212913648,1,24/07/2023 16:35:13,135241,8,questionnaire-cmun,,30837284,BLIND,9155944,,complete,,64be9a23984d54edb664ce8b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1440x821,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209369592,24/07/2023 14:36:09,1690212969592,1,24/07/2023 16:36:09,135241,8,questionnaire-cmun,,30837311,BLIND,9155946,,complete,,64be9a641d08fcc630e2d046,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,1439x716,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209400735,24/07/2023 14:36:40,1690213000735,1,24/07/2023 16:36:40,135241,8,questionnaire-cmun,,30837311,BLIND,9155946,,complete,,64be9a641d08fcc630e2d046,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,1439x716,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209420160,24/07/2023 14:37:00,1690213020160,1,24/07/2023 16:37:00,135241,8,questionnaire-cmun,,30837340,BLIND,9155955,,complete,,64be998a444faf85d833717d,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x633,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209477600,24/07/2023 14:37:57,1690213077600,1,24/07/2023 16:37:57,135241,8,questionnaire-cmun,,30837340,BLIND,9155955,,complete,,64be998a444faf85d833717d,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x633,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209424729,24/07/2023 14:37:04,1690213024729,1,24/07/2023 16:37:04,135241,8,questionnaire-cmun,,30837349,BLIND,9155958,,complete,,64be9a5362b5b1af9b90096e,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209500147,24/07/2023 14:38:20,1690213100147,1,24/07/2023 16:38:20,135241,8,questionnaire-cmun,,30837349,BLIND,9155958,,complete,,64be9a5362b5b1af9b90096e,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209449071,24/07/2023 14:37:29,1690213049071,1,24/07/2023 16:37:29,135241,8,questionnaire-cmun,,30837364,BLIND,9155961,,complete,,64be99cfb66339a18478c46a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x880,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209469606,24/07/2023 14:37:49,1690213069606,1,24/07/2023 16:37:49,135241,8,questionnaire-cmun,,30837364,BLIND,9155961,,complete,,64be99cfb66339a18478c46a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x880,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209610815,24/07/2023 14:40:10,1690213210815,1,24/07/2023 16:40:10,135241,8,questionnaire-cmun,,30837454,BLIND,9155983,,complete,,64be9b492f926a636e602da1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1680x1050,1459x870,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209619050,24/07/2023 14:40:19,1690213219050,1,24/07/2023 16:40:19,135241,8,questionnaire-cmun,,30837454,BLIND,9155983,,complete,,64be9b492f926a636e602da1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1680x1050,1680x870,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209658986,24/07/2023 14:40:58,1690213258986,1,24/07/2023 16:40:58,135241,8,questionnaire-cmun,,30837474,BLIND,9155987,,complete,,64be9b7e1e546518b6724d1b,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x720,1280x571,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209664941,24/07/2023 14:41:04,1690213264941,1,24/07/2023 16:41:04,135241,8,questionnaire-cmun,,30837474,BLIND,9155987,,complete,,64be9b7e1e546518b6724d1b,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x720,1280x571,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209804169,24/07/2023 14:43:24,1690213404169,1,24/07/2023 16:43:24,135241,8,questionnaire-cmun,,30837526,BLIND,9156005,,complete,,64be9c0b8b3468b0a3b17f3c,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 114.0.0.0,1536x864,1536x746,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209819126,24/07/2023 14:43:39,1690213419126,1,24/07/2023 16:43:39,135241,8,questionnaire-cmun,,30837526,BLIND,9156005,,complete,,64be9c0b8b3468b0a3b17f3c,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 114.0.0.0,1536x864,1536x746,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690209843303,24/07/2023 14:44:03,1690213443303,1,24/07/2023 16:44:03,135241,8,questionnaire-cmun,,30837543,BLIND,9156011,,complete,,64be9c34d8c6cae348d49ad4,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x657,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690209860097,24/07/2023 14:44:20,1690213460097,1,24/07/2023 16:44:20,135241,8,questionnaire-cmun,,30837543,BLIND,9156011,,complete,,64be9c34d8c6cae348d49ad4,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x657,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690212500244,24/07/2023 15:28:20,1690216100244,1,24/07/2023 17:28:20,135241,8,questionnaire-cmun,,30838796,BLIND,9156365,,complete,,64be9a8e0e83f405459418cb,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690212503617,24/07/2023 15:28:23,1690216103617,1,24/07/2023 17:28:23,135241,8,questionnaire-cmun,,30838796,BLIND,9156365,,complete,,64be9a8e0e83f405459418cb,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690212538466,24/07/2023 15:28:58,1690216138466,1,24/07/2023 17:28:58,135241,8,questionnaire-cmun,,30838816,BLIND,9156371,,complete,,64bea6a8bd345ebdea5aac7c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x929,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690212558162,24/07/2023 15:29:18,1690216158162,1,24/07/2023 17:29:18,135241,8,questionnaire-cmun,,30838816,BLIND,9156371,,complete,,64bea6a8bd345ebdea5aac7c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x929,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690212577383,24/07/2023 15:29:37,1690216177383,1,24/07/2023 17:29:37,135241,8,questionnaire-cmun,,30838845,BLIND,9156377,,complete,,64bea6bb5e5a1864d825d029,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x649,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690212585143,24/07/2023 15:29:45,1690216185143,1,24/07/2023 17:29:45,135241,8,questionnaire-cmun,,30838845,BLIND,9156377,,complete,,64bea6bb5e5a1864d825d029,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x649,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690213491858,24/07/2023 15:44:51,1690217091858,1,24/07/2023 17:44:51,135241,8,questionnaire-cmun,,30839246,BLIND,9156494,,complete,,64beaa6b97ca6153322518f9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1792x1120,1663x922,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690213534543,24/07/2023 15:45:34,1690217134543,1,24/07/2023 17:45:34,135241,8,questionnaire-cmun,,30839246,BLIND,9156494,,complete,,64beaa6b97ca6153322518f9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1792x1120,1663x922,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690213500458,24/07/2023 15:45:00,1690217100458,1,24/07/2023 17:45:00,135241,8,questionnaire-cmun,,30839252,BLIND,9156497,,complete,,64beaa841be8d2d16ee2d045,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,1920x963,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690213505475,24/07/2023 15:45:05,1690217105475,1,24/07/2023 17:45:05,135241,8,questionnaire-cmun,,30839252,BLIND,9156497,,complete,,64beaa841be8d2d16ee2d045,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,1920x963,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690277538289,25/07/2023 09:32:18,1690281138289,1,25/07/2023 11:32:18,135241,8,questionnaire-cmun,,30851236,BLIND,9159868,,complete,,64bfa4a7e13fb088f8b2e448,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x929,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690277545616,25/07/2023 09:32:25,1690281145616,1,25/07/2023 11:32:25,135241,8,questionnaire-cmun,,30851236,BLIND,9159868,,complete,,64bfa4a7e13fb088f8b2e448,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x929,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690277592129,25/07/2023 09:33:12,1690281192129,1,25/07/2023 11:33:12,135241,8,questionnaire-cmun,,30851262,BLIND,9159877,,complete,,64bfa4c189bdb4ceadfe43a3,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1440x960,1440x849,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690277601419,25/07/2023 09:33:21,1690281201419,1,25/07/2023 11:33:21,135241,8,questionnaire-cmun,,30851262,BLIND,9159877,,complete,,64bfa4c189bdb4ceadfe43a3,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1440x960,1440x849,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690277599234,25/07/2023 09:33:19,1690281199234,1,25/07/2023 11:33:19,135241,8,questionnaire-cmun,,30851264,BLIND,9159879,,complete,,64bfa49bdbe959cbbc184a08,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x601,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690277605389,25/07/2023 09:33:25,1690281205389,1,25/07/2023 11:33:25,135241,8,questionnaire-cmun,,30851264,BLIND,9159879,,complete,,64bfa49bdbe959cbbc184a08,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x601,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690277608118,25/07/2023 09:33:28,1690281208118,1,25/07/2023 11:33:28,135241,8,questionnaire-cmun,,30851271,BLIND,9159881,,complete,,64bfa4bffc9655a2c1ba7c61,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690277679959,25/07/2023 09:34:39,1690281279959,1,25/07/2023 11:34:39,135241,8,questionnaire-cmun,,30851271,BLIND,9159881,,complete,,64bfa4bffc9655a2c1ba7c61,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690277871633,25/07/2023 09:37:51,1690281471633,1,25/07/2023 11:37:51,135241,8,questionnaire-cmun,,30851349,BLIND,9159901,,complete,,64bfa5c5c371cdbfbc6bc332,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690277881293,25/07/2023 09:38:01,1690281481293,1,25/07/2023 11:38:01,135241,8,questionnaire-cmun,,30851349,BLIND,9159901,,complete,,64bfa5c5c371cdbfbc6bc332,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Information sheet,3,A,,,,,5,,END,,,,,
1,1690278070989,25/07/2023 09:41:10,1690281670989,1,25/07/2023 11:41:10,135241,8,questionnaire-cmun,,30851364,BLIND,9159903,,complete,,64bfa61f45ece337cb5f5ab9,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,1920x963,,Information sheet,3,A,,,,,5,,BEGIN,,,,,
2,1690278080974,25/07/2023 09:41:20,1690281680974,1,25/07/2023 11:41:20,135241,8,questionnaire-cmun,,30851364,BLIND,9159903,,complete,,64bfa61f45ece337cb5f5ab9,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,1920x963,,Information sheet,3,A,,,,,5,,END,,,,,
END OF FILE
