,word_concrete,item_nr_concrete,condition_concrete,Zipf_concrete,PoS_concrete,Length_concrete,AoA_concrete,CNC_M_concrete,CNC_SD_concrete,word_abstract,item_nr_abstract,condition_abstract,Zipf_abstract,PoS_abstract,Length_abstract,AoA_abstract,CNC_M_abstract,CNC_SD_abstract,exclude?
340,mogul,1515,concrete,2.865997442,noun,5,12.32,4.04,1.31,pseudo,1515,abstract,2.744953749,noun,6,13.75,1.9,1.14,x
341,squid,1526,concrete,3.824134995,noun,5,7.32,4.71,0.71,romance,1526,abstract,4.088959843,noun,7,9.28,2.19,1.3,
342,flea,1528,concrete,3.499875159,noun,4,7.79,4.89,0.32,glee,1528,abstract,3.521810529,noun,4,9.28,2.27,1.28,
343,marrow,1532,concrete,3.595008914,noun,6,12.16,4.48,0.96,merger,1532,abstract,3.390340925,noun,6,13.1,2.34,1.37,
344,county,1535,concrete,4.768059164,noun,6,8.9,4.04,1.1,crisis,1535,abstract,4.859612382,noun,6,9,2.33,1.45,
345,truffle,1536,concrete,3.602070768,noun,7,13.62,4.6,0.97,inkling,1536,abstract,3.375163623,noun,7,12.89,2.25,1.46,
346,child,1541,concrete,5.144720153,noun,5,5.15,4.78,0.58,care,1541,abstract,5.340331854,noun,4,5.65,2.33,1.14,
347,airport,1546,concrete,4.543431747,noun,7,6.84,4.87,0.43,version,1546,abstract,4.536782192,noun,7,8.11,1.7,0.79,
348,teat,1551,concrete,2.712769065,noun,4,11.94,4.38,1.24,chaste,1551,abstract,2.5019157,noun,6,13.11,2.14,1.3,x
349,board,1552,concrete,5.098942068,noun,5,6.37,4.57,1,reason,1552,abstract,5.18989032,noun,6,7.84,1.93,1.36,
350,larva,1557,concrete,2.737128411,noun,5,8.83,4.52,0.82,psych,1557,abstract,2.969893575,noun,5,10.11,2.04,1.22,x
351,sulfur,1561,concrete,1.649978236,noun,6,13.6,4.43,0.94,egotist,1561,abstract,1.598825713,noun,7,13.38,2.15,1.46,
352,pesto,1571,concrete,3.343118696,noun,5,13.8,4.46,0.78,equity,1571,abstract,3.612715774,noun,6,15.53,2.22,1.31,
353,barge,1572,concrete,3.596102855,noun,5,9.28,4.66,0.9,default,1572,abstract,3.820891556,noun,7,10.85,2,1.22,
354,bugle,1573,concrete,3.013799061,noun,5,8.88,4.84,0.47,wording,1573,abstract,3.224652426,noun,7,10.22,2.45,1.3,
355,haze,1578,concrete,3.161118578,noun,4,11.62,4.04,1.02,hype,1578,abstract,3.392092115,noun,4,11,1.75,1.17,
356,abscess,1579,concrete,2.946155729,noun,7,13.11,4.48,0.8,gusto,1579,abstract,2.992400916,noun,5,11.53,2.25,1.27,
357,nurse,1589,concrete,4.497824984,noun,5,5.84,4.39,0.96,concern,1589,abstract,4.70014309,noun,7,7.42,1.7,1.02,
358,sod,1592,concrete,3.568474554,noun,3,10.82,4.62,0.77,farce,1592,abstract,3.30426176,noun,5,12.12,2.32,1.19,
359,grenade,1596,concrete,3.357548412,noun,7,9.72,4.9,0.56,accord,1596,abstract,3.248403942,noun,6,9.65,1.57,1.04,
360,podium,1597,concrete,4.166293211,noun,6,9.35,4.89,0.31,aspect,1597,abstract,4.235940026,noun,6,10.35,1.82,1.1,
361,roofer,1600,concrete,2.712769065,noun,6,7.84,4.79,0.5,taint,1600,abstract,2.515279662,noun,5,9.84,2.19,1.39,
362,tee,1602,concrete,3.848635323,noun,3,8.21,4.59,0.91,reign,1602,abstract,3.963845456,noun,5,9.42,2.37,1.33,
363,choir,1606,concrete,4.241290233,noun,5,6.53,4.34,1.14,purpose,1606,abstract,4.511180642,noun,7,8.37,1.52,0.98,
364,island,1607,concrete,4.964337097,noun,6,7.41,4.96,0.19,effect,1607,abstract,4.83821905,noun,6,9.26,1.8,1.19,
365,relic,1612,concrete,3.395573452,noun,5,10.63,4.07,1.11,vogue,1612,abstract,3.453890348,noun,5,11.6,2.15,1.13,
366,bisque,1614,concrete,3.150580586,noun,6,14,4.08,1.29,elitist,1614,abstract,3.013799061,noun,7,13.86,2.42,1.45,x
367,depot,1621,concrete,3.447784174,noun,5,9.11,4.14,1.16,neglect,1621,abstract,3.647558762,noun,7,9.84,2.26,0.98,
368,router,1653,concrete,2.620015012,noun,6,12.68,4.19,1.33,naivety,1653,abstract,2.819587367,noun,7,12.44,1.74,1.01,
369,hearse,1656,concrete,2.91321967,noun,6,9.89,4.85,0.46,lieu,1656,abstract,2.712769065,noun,4,11.65,1.73,1,x
370,band,1657,concrete,4.935510541,noun,4,6.16,4.68,0.77,effort,1657,abstract,4.764848578,noun,6,8.16,2.33,1.33,
371,racket,1664,concrete,3.621563301,noun,6,8.2,4.26,1.1,outrage,1664,abstract,3.58391522,noun,7,9.9,2.45,1.38,
372,lapel,1666,concrete,2.74881417,noun,5,11.73,4.56,1.09,realist,1666,abstract,2.907923331,noun,7,13.48,2.34,1.29,
373,tit,1669,concrete,3.478924417,noun,3,10.32,4.64,0.95,feat,1669,abstract,3.64561343,noun,4,11.26,2.44,1.34,x
374,keypad,1671,concrete,2.367833584,noun,6,10.05,4.81,0.79,simile,1671,abstract,2.158133724,noun,6,11.68,2.04,1.31,
375,gnat,1672,concrete,2.481065561,noun,4,10.1,4.83,0.61,mooch,1672,abstract,2.451610582,noun,5,11.72,2.28,1.24,x
376,injury,1682,concrete,4.567308662,noun,6,7.56,4,1.22,focus,1682,abstract,4.780562143,noun,5,8.32,2.35,1.25,
377,whore,1683,concrete,3.389462675,noun,5,12.22,4.15,1.06,retro,1683,abstract,3.6576312,noun,5,11.9,2.21,1.22,x
378,bum,1686,concrete,4.160374285,noun,3,8.11,4.21,0.92,fraud,1686,abstract,4.251192943,noun,5,10.11,1.68,0.86,x
379,filet,1690,concrete,2.34894824,noun,5,9.89,4.59,0.63,hater,1690,abstract,2.521810529,noun,5,10.71,2.21,1.15,
380,frame,1691,concrete,4.75541272,noun,5,7.67,4.3,1.23,lack,1691,abstract,4.616797617,noun,4,8.28,2.04,1.32,
381,silicon,1693,concrete,3.317949749,noun,7,12.67,4.68,0.67,satire,1693,abstract,3.395573452,noun,6,13.07,1.96,1,
382,campus,1694,concrete,3.58053109,noun,6,10.84,4.64,0.68,mayhem,1694,abstract,3.54515514,noun,6,10.37,2.24,1.33,
383,whaler,1701,concrete,2.017955021,noun,6,11.5,4.34,1.11,seducer,1701,abstract,2.075946968,noun,7,12.72,2.36,1.25,
384,leek,1708,concrete,3.562023065,noun,4,11,4.92,0.28,pun,1708,abstract,3.406698845,noun,3,11.21,2.3,1.27,
385,heroin,1723,concrete,3.773829877,noun,6,10.88,4.57,0.94,vice,1723,abstract,3.966647366,noun,4,12.5,2.46,1.55,x
386,vein,1726,concrete,3.579397161,noun,4,8.53,4.63,0.93,recap,1726,abstract,3.68250746,noun,5,9.83,2.48,1.38,
387,fiddle,1728,concrete,3.656206504,noun,6,8.28,4.81,0.69,origin,1728,abstract,3.81827925,noun,6,10.25,2.03,1.25,
388,alloy,1730,concrete,3.133486289,noun,5,14.53,4.29,0.98,apathy,1730,abstract,2.868921995,noun,6,14.21,2.04,1.25,
389,orchid,1733,concrete,3.314829057,noun,6,9.76,4.92,0.28,probate,1733,abstract,3.03219546,noun,7,11.72,2.42,1.32,
390,zinc,1736,concrete,3.225935424,noun,4,12.47,4.4,1.28,taboo,1736,abstract,3.13506842,noun,5,12.26,1.67,1.07,
391,juror,1741,concrete,2.515279662,noun,5,10.16,4.29,1.3,airhead,1741,abstract,2.275519323,noun,7,10.17,2.48,1.4,
392,foliage,1742,concrete,3.652863924,noun,7,10.63,4.67,0.96,subsidy,1742,abstract,3.590051789,noun,7,12.44,2.16,1.46,
393,spore,1744,concrete,2.420011596,noun,5,10.76,4.14,1.16,mono,1744,abstract,2.630234177,noun,4,11.22,2.04,1.12,x
394,nozzle,1752,concrete,2.874712673,noun,6,9.32,4.91,0.3,deceit,1752,abstract,3.013799061,noun,6,10.95,2.37,1.13,
395,quad,1753,concrete,3.351833928,noun,4,12.58,4.07,1.33,genre,1753,abstract,3.521161844,noun,5,12.75,2.37,1.19,
396,month,1758,concrete,5.079909865,noun,5,5.79,4.2,0.96,value,1758,abstract,5.004641466,noun,5,6.78,1.62,0.88,
397,denture,1765,concrete,2.110709074,noun,7,10.16,4.7,0.72,reissue,1765,abstract,1.926184648,noun,7,12.16,2.15,1.17,x
398,alfalfa,1768,concrete,1.926184648,noun,7,8.83,4.69,0.74,doozy,1768,abstract,1.809679079,noun,5,9.27,2.36,1.22,x
399,swab,1774,concrete,3.074133627,noun,4,8.94,4.34,0.94,woe,1774,abstract,3.174302222,noun,3,10.75,1.96,1.37,
400,company,1784,concrete,5.227137996,noun,7,6.84,4.11,1.15,service,1784,abstract,5.195079085,noun,7,8,2.21,1.26,
401,veteran,1789,concrete,3.823164504,noun,7,9.9,4.58,0.81,debut,1789,abstract,4.095236388,noun,5,10.58,1.83,1.27,
402,puree,1791,concrete,3.978131231,noun,5,10.94,4.16,1.11,premium,1791,abstract,3.935535545,noun,7,9.95,2.11,1.1,
403,conch,1793,concrete,2.806325436,noun,5,10.5,4.52,1.19,motley,1793,abstract,2.778521097,noun,6,12.19,2.21,1.32,x
404,tonsil,1799,concrete,2.252038227,noun,6,9.5,4.72,0.53,renown,1799,abstract,2.420011596,noun,6,11,1.68,0.85,
405,orb,1805,concrete,2.796106271,noun,3,11.17,4.12,0.99,deity,1805,abstract,2.835614813,noun,5,13,2.33,1.57,
406,aorta,1806,concrete,2.897132851,noun,5,13.06,4.61,0.63,whence,1806,abstract,2.844954839,noun,6,14.12,1.88,1.24,x
407,shallot,1809,concrete,3.233554821,noun,7,14.79,4.59,1.01,indie,1809,abstract,3.208953326,noun,5,14.88,2.36,1.25,x
408,salon,1814,concrete,3.792993036,noun,5,9.5,4.73,0.74,dignity,1814,abstract,3.905786576,noun,7,9.58,2.03,1.3,
409,talon,1834,concrete,2.41173907,noun,5,10.53,4.8,0.48,wedlock,1834,abstract,2.66886358,noun,7,10.89,2.29,1.3,
410,rapist,1848,concrete,3.077752769,noun,6,12.05,4.32,1.22,mania,1848,abstract,3.182874102,noun,5,12.95,2.42,1.41,x
411,morgue,1850,concrete,3.115691475,noun,6,10.53,4.62,0.92,lust,1850,abstract,3.375163623,noun,4,12.22,2.15,1.29,
412,cyst,1859,concrete,2.771282688,noun,4,11.81,4.23,1.19,heresy,1859,abstract,2.806325436,noun,6,12.86,2.04,1.37,
413,vessel,1861,concrete,3.934032794,noun,6,9.94,4.66,0.67,rivalry,1861,abstract,3.697901788,noun,7,10.86,2.14,1.13,
414,suede,1865,concrete,3.070484072,noun,5,10.5,4.24,1.33,debacle,1865,abstract,2.953414301,noun,7,12.42,2.29,1.12,
415,dip,1868,concrete,4.222462594,noun,3,7,4.22,0.97,pride,1868,abstract,4.479139007,noun,5,8.95,1.66,1.01,
416,darts,1869,concrete,4.155580369,noun,5,7.03,4.83,0.48,variety,1869,abstract,4.443535817,noun,7,7.89,2.13,1.43,
417,froth,1871,concrete,3.009602947,noun,5,12.56,4.14,1.15,motif,1871,abstract,3.144442046,noun,5,13.55,2.45,1.21,
418,trachea,1876,concrete,2.686961802,noun,7,12.05,4.48,0.83,lament,1876,abstract,2.822840525,noun,6,11.81,1.75,1.07,
419,asshole,1877,concrete,3.341157996,noun,7,9.52,4.08,1.23,wannabe,1877,abstract,3.335222215,noun,7,11.29,1.85,1.08,x
420,office,1886,concrete,5.133502139,noun,6,6.68,4.93,0.27,control,1886,abstract,5.139577387,noun,7,7.26,1.93,1.13,
421,sex,1890,concrete,4.795174642,noun,3,9.79,4.1,0.94,doubt,1890,abstract,4.892022475,noun,5,8.79,1.79,1.18,x
422,clove,1896,concrete,3.074133627,noun,5,10.88,4.42,0.86,ruse,1896,abstract,2.778521097,noun,4,12.17,1.57,0.77,
423,grout,1897,concrete,2.609549579,noun,5,12.36,4.68,0.55,variant,1897,abstract,2.744953749,noun,7,11.68,2.1,1.24,
424,bass,1904,concrete,4.176317513,noun,4,8.63,4.31,1.04,fate,1904,abstract,4.224395371,noun,4,10.3,1.53,0.97,
425,garb,1910,concrete,2.443923753,noun,4,12.05,4.19,1.11,nuance,1910,abstract,2.515279662,noun,6,11.05,1.85,1.03,
426,pipe,1915,concrete,4.25790959,noun,4,8.17,4.88,0.33,desire,1915,abstract,4.244616289,noun,6,9.95,1.7,1.26,
427,huddle,1916,concrete,3.03219546,noun,6,9.4,4.21,0.83,jest,1916,abstract,2.744953749,noun,4,11.21,2.15,1.22,
428,cubicle,1920,concrete,3.228490105,noun,7,13.11,4.83,0.76,amnesty,1920,abstract,3.466587738,noun,7,12.95,2.18,1.12,
429,trench,1930,concrete,3.600451271,noun,6,10.21,4.46,1.06,novelty,1930,abstract,3.874424966,noun,7,11.71,2.21,1.32,
430,spire,1939,concrete,3.191280064,noun,5,11.69,4,1.48,tyranny,1939,abstract,3.165557742,noun,7,12.12,1.68,0.98,
431,decoy,1942,concrete,2.976769093,noun,5,9.44,4.34,1.14,dissent,1942,abstract,3.21687381,noun,7,11.44,2.17,1.13,
432,chord,1948,concrete,3.598282506,noun,5,9.71,4.29,0.9,midst,1948,abstract,3.58838676,noun,5,10.89,2.33,1.24,x
433,meth,1954,concrete,2.559058586,noun,4,17.06,4.63,0.97,curate,1954,abstract,2.630234177,noun,6,15.67,2.42,1.36,x
434,insole,1957,concrete,1.871826985,noun,6,12.21,4.11,1.19,qualm,1957,abstract,1.809679079,noun,5,12.67,2,1.19,
435,capsule,1969,concrete,3.379682857,noun,7,10.44,4.52,0.95,vantage,1969,abstract,3.284567452,noun,7,12.1,1.93,1.05,
436,veneer,1972,concrete,3.232294169,noun,6,11.59,4.04,1.14,exile,1972,abstract,3.505295441,noun,5,11,2.15,1.35,
437,gang,1975,concrete,4.38690566,noun,4,9.22,4.43,0.63,method,1975,abstract,4.12387052,noun,6,11.15,2.41,1.43,
438,gland,1982,concrete,3.17860931,noun,5,10.61,4.14,1.18,brunt,1982,abstract,3.453890348,noun,5,12.52,2.21,1.2,x
439,anthrax,1989,concrete,2.473886977,noun,7,14.26,4.44,1.15,conceit,1989,abstract,2.553068223,noun,7,12.3,2.1,1.16,
440,cock,2007,concrete,3.977904504,noun,4,11.32,4.79,0.57,nil,2007,abstract,3.77780266,noun,3,12.29,2.43,1.37,x
441,nectar,2010,concrete,3.547605327,noun,6,8.95,4.63,0.67,morale,2010,abstract,3.724713431,noun,6,10.62,1.85,1.1,
442,birch,2025,concrete,3.426518002,noun,5,10.84,4.12,1.42,verge,2025,abstract,3.645125733,noun,5,11.41,2.32,1.31,
443,alcohol,2043,concrete,4.519144741,noun,7,9,4.76,0.51,scandal,2043,abstract,4.221428251,noun,7,10.83,2.13,1.36,
444,cumin,2045,concrete,3.483196201,noun,5,12.85,4.93,0.27,finesse,2045,abstract,3.212931624,noun,7,12.39,1.86,1.08,
445,vermin,2051,concrete,3.191280064,noun,6,10.84,4.48,0.85,vanity,2051,abstract,3.461404281,noun,6,11.39,2.15,1.38,
446,laptop,2059,concrete,3.886347524,noun,6,12.44,4.96,0.19,breach,2059,abstract,3.87843563,noun,6,11.72,2.48,1.36,
447,canvas,2061,concrete,3.947130576,noun,6,8.15,4.78,0.7,tactics,2061,abstract,4.149817997,noun,7,9.4,2.48,1.21,x
448,torch,2071,concrete,4.213327457,noun,5,7.84,4.76,0.64,outcome,2071,abstract,4.279953838,noun,7,9.53,2.27,1.4,
449,juicer,2074,concrete,2.403305902,noun,6,11.26,4.48,0.99,lore,2074,abstract,2.376976964,noun,4,12.56,2.35,1.23,
450,boxer,2077,concrete,3.829593851,noun,5,7.95,4.63,0.69,leisure,2077,abstract,3.906054246,noun,7,9.84,2.03,1.32,
451,loft,2084,concrete,4.073406166,noun,4,11.05,4.32,1.02,tactic,2084,abstract,3.821216992,noun,6,11,2.1,1.37,
452,sledge,2093,concrete,3.301040772,noun,6,10.06,4.11,1.42,mindset,2093,abstract,3.432132228,noun,7,11.78,1.55,0.87,
453,gong,2108,concrete,3.432132228,noun,4,9.62,4.7,0.84,wit,2108,abstract,3.674828627,noun,3,11.05,1.93,1.12,
454,scabies,2117,concrete,2.403305902,noun,7,12,4.24,1.18,lowdown,2117,abstract,2.614813819,noun,7,12.28,2.38,1.2,
455,opium,2125,concrete,3.320017822,noun,5,12.41,4.56,1.09,epitome,2125,abstract,3.090187407,noun,7,13.88,1.8,1.22,x
456,polo,2132,concrete,3.536468961,noun,4,9.95,4.43,0.84,spite,2132,abstract,3.732364622,noun,5,11.7,2.07,1.21,
457,slope,2143,concrete,3.87786494,noun,5,8.67,4.07,1.21,outlook,2143,abstract,3.814000452,noun,7,10.65,1.97,1.38,
458,beret,2150,concrete,2.983537456,noun,5,10.33,4.8,0.65,evasion,2150,abstract,3.276660702,noun,7,12,2.46,1.17,
459,citadel,2166,concrete,2.838750526,noun,7,13.13,4.61,0.66,killjoy,2166,abstract,2.540833766,noun,7,12.94,2.42,1.39,
460,labia,2170,concrete,2.297795718,noun,5,14,4.82,0.48,cahoots,2170,abstract,2.508649083,noun,7,12.19,1.96,1.14,x
461,website,2178,concrete,4.772594536,noun,7,12.66,4.52,0.74,deficit,2178,abstract,4.627295293,noun,7,12.89,2.21,1.29,
462,silver,2179,concrete,5.013381269,noun,6,6.21,4.52,0.99,power,2179,abstract,5.289376175,noun,5,7.48,2.04,1.34,
463,sealer,2185,concrete,1.598825713,noun,6,10.12,4.17,0.95,misdeed,2185,abstract,1.394705731,noun,7,10.56,2.3,1.14,
464,webcam,2188,concrete,3.175742669,noun,6,15.57,4.89,0.31,ethos,2188,abstract,3.467323207,noun,5,15.71,1.58,0.72,
465,pallet,2200,concrete,2.915843814,noun,6,12,4.59,1.09,pretext,2200,abstract,2.635254979,noun,7,13.06,2.26,1.29,
466,enema,2201,concrete,2.481065561,noun,5,13.56,4.44,0.8,duality,2201,abstract,2.297795718,noun,7,12.87,1.93,1.12,
467,port,2207,concrete,4.491059491,noun,4,9.32,4.41,1.18,appeal,2207,abstract,4.591324002,noun,6,10.21,1.73,1.26,
468,kiln,2214,concrete,3.249618753,noun,4,10.69,4.82,0.61,ploy,2214,abstract,3.088432679,noun,4,12.5,2.21,1.15,
469,velcro,2216,concrete,2.96524867,noun,6,11.48,4.92,0.27,disdain,2216,abstract,2.729159482,noun,7,13.44,1.83,0.89,
470,sage,2220,concrete,3.677101235,noun,4,11.39,4.54,0.84,quaint,2220,abstract,3.413406229,noun,6,12.58,1.81,0.92,
471,lanyard,2225,concrete,1.774916972,noun,7,12.14,4.46,0.88,subset,2225,abstract,1.996765722,noun,6,11.67,2.41,1.45,
472,pimp,2276,concrete,3.091935073,noun,4,12.78,4.18,1.02,libel,2276,abstract,3.296708622,noun,5,14.12,2.21,1.37,x
473,nomad,2278,concrete,2.540833766,noun,5,11.12,4.1,1.16,repute,2278,abstract,2.564967446,noun,6,12.38,1.76,1.05,
474,ivory,2287,concrete,4.058406656,noun,5,9.39,4.76,0.64,tragedy,2287,abstract,4.258860687,noun,7,10.21,2.07,1.36,
475,lentil,2290,concrete,2.848024071,noun,6,13.06,4.48,1.12,sexism,2290,abstract,2.969893575,noun,6,13.63,1.61,0.92,
476,silt,2311,concrete,3.017955021,noun,4,11.75,4.71,0.53,fetish,2311,abstract,2.841863762,noun,6,13.44,2.48,1.15,
477,film,2317,concrete,5.263902236,noun,4,6.95,4.71,0.6,issue,2317,abstract,5.182392858,noun,5,8.6,2.37,1.52,
478,triceps,2354,concrete,2.093675735,noun,7,11.33,4.46,0.84,rebuff,2354,abstract,1.951008231,noun,6,13,2.15,1.17,
479,dildo,2361,concrete,2.664218675,noun,5,15.41,4.7,1.02,upsurge,2361,abstract,2.763921588,noun,7,13.87,2.17,1.4,x
480,ebony,2369,concrete,3.297795718,noun,5,11.18,4,1.33,prowess,2369,abstract,3.243510432,noun,7,13,2.03,1.24,x
481,novel,2374,concrete,4.429173753,noun,5,9.5,4.21,1.15,era,2374,abstract,4.399542791,noun,3,11.14,2.24,1.43,
482,mauve,2380,concrete,2.708572951,noun,5,11.26,4,1.41,rebuke,2380,abstract,2.508649083,noun,6,13,2.07,1.26,
483,flank,2393,concrete,3.16995199,noun,5,12.15,4,1.1,rapport,2393,abstract,3.038158407,noun,7,13.18,1.84,1.07,
484,geisha,2400,concrete,2.883256447,noun,6,14.24,4.42,0.93,latent,2400,abstract,2.587830329,noun,6,15.17,1.81,1,x
485,anvil,2405,concrete,2.967577333,noun,5,10.79,4.96,0.2,solace,2405,abstract,3.083125553,noun,6,12.73,2.04,1.26,
486,harem,2422,concrete,2.819587367,noun,5,11,4.38,1.02,bravado,2422,abstract,2.923622431,noun,7,12.88,1.93,1.12,x
487,suite,2428,concrete,4.39374923,noun,5,9.37,4.16,1.11,whilst,2428,abstract,4.629071136,noun,6,11.31,1.85,1.35,x
488,dingo,2437,concrete,2.488127416,noun,5,11.29,4.73,0.78,schmuck,2437,abstract,2.515279662,noun,7,12.64,2.4,1.1,x
489,tundra,2445,concrete,2.809679079,noun,6,12.06,4.21,1.11,fallacy,2445,abstract,2.630234177,noun,7,13.83,1.8,1.15,
490,sunlamp,2462,concrete,1.297795718,noun,7,12.06,4.86,0.44,scathe,2462,abstract,1.172856981,noun,6,13.57,2,1.12,x
491,email,2478,concrete,3.762434277,noun,5,11.52,4.69,0.55,turmoil,2478,abstract,3.677101235,noun,7,12.84,2.11,1.01,
492,hummus,2483,concrete,2.921045008,noun,6,14.84,4.62,0.94,tenure,2483,abstract,3.007489587,noun,6,15.79,2.42,1.21,
493,tempura,2490,concrete,3.059347706,noun,7,14.5,4.12,1.3,paradox,2490,abstract,3.24227839,noun,7,13.78,1.54,1.07,
494,cinema,2505,concrete,4.311685778,noun,6,8.85,4.69,0.66,passion,2505,abstract,4.557568724,noun,7,10.79,2.3,1.32,
495,adobe,2510,concrete,2.275519323,noun,5,12.22,4.19,1.17,idiom,2510,abstract,2.481065561,noun,5,14.06,2.42,1.55,
496,trowel,2512,concrete,3.150580586,noun,6,12.18,4.16,1.4,alchemy,2512,abstract,2.91321967,noun,7,13.35,2.1,1.32,
497,forum,2513,concrete,3.717338442,noun,5,12.52,4,1.21,quantum,2513,abstract,3.505968244,noun,7,14.26,1.9,1.26,
498,annex,2521,concrete,2.915843814,noun,5,12.53,4,1.24,scourge,2521,abstract,2.990201952,noun,7,14.06,2.31,1.28,
499,flan,2529,concrete,2.915843814,noun,4,12.65,4.05,1.29,hiatus,2529,abstract,2.664218675,noun,6,14.59,2.07,1.13,
500,fencer,2534,concrete,2.227214643,noun,6,11.84,4.44,0.97,rehash,2534,abstract,1.974489327,noun,6,12.24,2.17,1.13,
501,latte,2548,concrete,3.117339653,noun,5,13.47,4.64,0.87,anarchy,2548,abstract,3.155128214,noun,7,13.94,2.12,1.31,
502,fiber,2568,concrete,1.649978236,noun,5,10.82,4.5,1.04,jilt,2568,abstract,1.598825713,noun,4,12.28,2,1.15,
503,condor,2572,concrete,2.897132851,noun,6,13.57,4.46,1.17,decorum,2572,abstract,2.767617734,noun,7,15.12,2.36,1.5,
504,home,2582,concrete,5.861193733,noun,4,3.87,4.11,1.25,way,2582,abstract,6.118428957,noun,3,5.39,2.34,1.37,
505,bosom,2598,concrete,3.095409448,noun,5,12.5,4.63,0.69,macabre,2598,abstract,2.981293035,noun,7,14.5,2.25,1.39,x
506,bank,2625,concrete,5.280146112,noun,4,6.44,4.78,0.61,moment,2625,abstract,5.574383885,noun,6,7.95,1.61,1.1,
507,thong,2631,concrete,2.960553549,noun,5,12.41,4.93,0.27,empathy,2631,abstract,3.195422809,noun,7,14.32,1.63,1.01,x
